Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:47VFdqEZRIoAyoiJH6gkBj,"Cassation In B Flat Major Kv 99: Marcia","Mozart Edition Volume 22","Kurpfälzisches Kammerorchester Mannheim;Wolfgang Amadeus Mozart;Hca, Jakob Händel;Florian Heyerick",2007-03-28,156250,0,false,,2012-08-09T21:56:11Z,"chamber music,classical,classical piano,opera,concerto,baroque,early music","Brilliant Classics",0.491,0.0856,10,-16.942,1,0.042,0.973,0.727,0.155,0.395,130.294,4
spotify:track:5WoTkzzNPXkxbzlemI34Yv,"Cassation In B Flat Major Kv 99: Allegro Moderato","Mozart Edition Volume 22","Hca, Jakob Händel;Wolfgang Amadeus Mozart;Kurpfälzisches Kammerorchester Mannheim;Florian Heyerick",2007-03-28,192000,0,false,,2012-08-09T21:56:11Z,"classical,classical piano,opera,chamber music,concerto,baroque,early music","Brilliant Classics",0.538,0.275,10,-14.319,1,0.0457,0.939,0.943,0.13,0.766,150.567,4
spotify:track:3EVR7C4x1lMZP5DwurMYp2,"Cassation In B Flat Major Kv 99: Andante","Mozart Edition Volume 22","Hca, Jakob Händel;Wolfgang Amadeus Mozart;Kurpfälzisches Kammerorchester Mannheim;Florian Heyerick",2007-03-28,200000,0,false,,2012-08-09T21:56:11Z,"classical,classical piano,opera,chamber music,concerto,baroque,early music","Brilliant Classics",0.371,0.0241,3,-25.455,1,0.0469,0.946,0.0136,0.135,0.293,109.581,4
spotify:track:14i6AYhMDFYeemdfKShkto,"Cassation In B Flat Major Kv 99: Menuett","Mozart Edition Volume 22","Kurpfälzisches Kammerorchester Mannheim;Hca, Jakob Händel;Wolfgang Amadeus Mozart;Florian Heyerick",2007-03-28,125000,0,false,,2012-08-09T21:56:11Z,"chamber music,classical,classical piano,opera,concerto,baroque,early music","Brilliant Classics",0.606,0.0736,5,-19.235,1,0.0401,0.983,0.695,0.123,0.642,112.284,4
spotify:track:4o21HdZEISjTjB9HhDHKSC,"Cassation In B Flat Major Kv 99: Andante","Mozart Edition Volume 22","Wolfgang Amadeus Mozart;Kurpfälzisches Kammerorchester Mannheim;Hca, Jakob Händel;Florian Heyerick",2007-03-28,137250,0,false,,2012-08-09T21:56:11Z,"classical,classical piano,opera,chamber music,concerto,baroque,early music","Brilliant Classics",0.309,0.105,10,-19.181,1,0.04,0.922,0.847,0.134,0.16,118.573,4
spotify:track:6KsH2Xyuvbt8JI8zeJOKok,"Cassation In B Flat Major Kv 99: Menuett","Mozart Edition Volume 22","Hca, Jakob Händel;Wolfgang Amadeus Mozart;Kurpfälzisches Kammerorchester Mannheim;Florian Heyerick",2007-03-28,115500,0,false,,2012-08-09T21:56:11Z,"classical,classical piano,opera,chamber music,concerto,baroque,early music","Brilliant Classics",0.471,0.132,10,-17.069,1,0.0398,0.956,0.973,0.106,0.531,164.278,3
spotify:track:6gsTYJLLvLtkkN6XNBSOjz,"Cassation In B Flat Major Kv 99: Allegro","Mozart Edition Volume 22","Wolfgang Amadeus Mozart;Kurpfälzisches Kammerorchester Mannheim;Hca, Jakob Händel;Florian Heyerick",2007-03-28,350000,2,false,,2012-08-09T21:56:11Z,"classical,classical piano,opera,chamber music,concerto,baroque,early music","Brilliant Classics",0.4,0.131,10,-16.638,1,0.0407,0.948,0.917,0.104,0.355,135.048,3
spotify:track:2od6VY98RaJreDg5n86fqP,"Cassation (Serenade) in D Major, K. 100: I. Allegro","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,253240,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.454,0.25,9,-19.204,1,0.0369,0.966,0.901,0.137,0.588,139.691,4
spotify:track:594ji7AmVpWIArM82SFVal,"Cassation (Serenade) in D Major, K. 100: II. Andante","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,361933,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.348,0.0239,9,-26.337,1,0.05,0.983,0.827,0.143,0.0857,131.042,4
spotify:track:0vyBReiM3s6Xgfdclu7NbI,"Cassation (Serenade) in D Major, K. 100: III. Menuetto - Trio - Menuetto","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,147720,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.433,0.053,2,-24.716,1,0.0486,0.968,0.908,0.064,0.487,155.641,3
spotify:track:686zFjgJ9MBwVJl447Rg2Y,"Cassation (Serenade) in D Major, K. 100: IV. Allegro","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,138000,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.582,0.174,2,-22.354,1,0.0363,0.977,0.921,0.0802,0.759,132.701,4
spotify:track:1wFOOeRUCGU10VxVbDmtMP,"Cassation (Serenade) in D Major, K. 100: V. Menuetto - Trio - Menuetto","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,158000,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.531,0.0278,2,-21.15,1,0.0473,0.987,0.311,0.15,0.45,129.159,3
spotify:track:0h6Y3iW4GeHrbWBsrn314S,"Cassation (Serenade) in D Major, K. 100: VI. Andante","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,182266,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.194,0.016,9,-34.995,1,0.0404,0.942,0.509,0.0992,0.102,93.237,4
spotify:track:2jqV6cTcyjX2ou2t0mlRWC,"Cassation (Serenade) in D Major, K. 100: VII. Menuetto - Trio - Menuetto","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,129506,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.461,0.0777,2,-19.356,1,0.0448,0.972,0.0739,0.102,0.359,132.689,3
spotify:track:7KXivtZCqEzgOfwWvJ9Diw,"Cassation (Serenade) in D Major, K. 100: VIII. Allegro","Mozart, W.A.: Serenades, K. 100 and 204 / Contredanses / Marches","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1991-01-01,169533,0,false,,2012-08-09T21:19:54Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.518,0.116,2,-18,1,0.0405,0.965,0.875,0.0885,0.649,113.994,4
spotify:track:4F7bYWgGTOH61FXBWof7Bk,"Minuet in E-Flat Major, K. 122: Menuett in E-Flat Major, K. 122","Mozart, W.A.: Divertimenti, K. 113 and 131 / A Musical Joke / Menuett, K. 122","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1990-01-01,80000,0,false,,2012-08-12T22:24:33Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.541,0.0741,3,-21.182,1,0.0512,0.963,0.824,0.0906,0.422,125.035,3
spotify:track:7JazAQVRPmzyHiGWTLnE35,"Divertimento No. 2 in D Major, K. 131: I. Allegro","Mozart: Divertimenti, K. 131 and K. 287","Wolfgang Amadeus Mozart;Capella Istropolitana;Harald Nerat",1994-12-06,319000,0,false,,2012-08-03T18:25:52Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.553,0.0934,9,-18.463,1,0.0399,0.972,0.858,0.0681,0.462,142.666,4
spotify:track:2DGQNdyOSsu8NWzL8r43Hy,"Divertimento No. 2 in D Major, K. 131: II. Adagio","Mozart: Divertimenti, K. 131 and K. 287","Wolfgang Amadeus Mozart;Capella Istropolitana;Harald Nerat",1994-12-06,370133,0,false,,2012-08-03T18:25:52Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.177,0.0137,9,-33.051,1,0.0543,0.83,0.693,0.0855,0.0399,114.317,4
spotify:track:2ro5adHRbqQynu60GGQB4H,"Divertimento No. 2 in D Major, K. 131: III. Menuetto","Mozart: Divertimenti, K. 131 and K. 287","Wolfgang Amadeus Mozart;Capella Istropolitana;Harald Nerat",1994-12-06,335000,0,false,,2012-08-03T18:25:52Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.44,0.0184,2,-21.902,1,0.0491,0.986,0.833,0.228,0.33,142.91,3
spotify:track:5ywKZlQKYAO8QYTc5ItLBF,"Divertimento No. 2 in D Major, K. 131: IV. Allegretto","Mozart: Divertimenti, K. 131 and K. 287","Wolfgang Amadeus Mozart;Capella Istropolitana;Harald Nerat",1994-12-06,186000,0,false,,2012-08-03T18:25:52Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.549,0.0127,7,-27.846,1,0.048,0.957,0.708,0.0761,0.384,141.234,4
spotify:track:2Jk2HU2mGrPvuuuBG5iFtb,"Divertimento No. 2 in D Major, K. 131: V. Menuetto","Mozart: Divertimenti, K. 131 and K. 287","Wolfgang Amadeus Mozart;Capella Istropolitana;Harald Nerat",1994-12-06,248866,0,false,,2012-08-03T18:25:52Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.403,0.0241,2,-24.114,1,0.0461,0.983,0.515,0.0939,0.271,137.537,4
spotify:track:0cFnYmPmL76MarosTsii5H,"Divertimento No. 2 in D Major, K. 131: VI. Adagio - Allegro molto - Allegro assai","Mozart: Divertimenti, K. 131 and K. 287","Wolfgang Amadeus Mozart;Capella Istropolitana;Harald Nerat",1994-12-06,372466,0,false,,2012-08-03T18:25:52Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.394,0.106,2,-22.705,1,0.0449,0.982,0.876,0.0653,0.338,90.83,4
spotify:track:4W95PXfPg5NlJqDQ5zopOf,"Divertimento In D Major KV 136: Allegro","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Wolfgang Amadeus Mozart;Olga Nodel;Kurpfälzisches Kammerorchester Mannheim;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De",2006-12-20,333250,2,false,,2012-08-09T22:05:50Z,"baroque,early music,classical,classical piano,opera,chamber music,concerto","Brilliant Classics",0.332,0.266,2,-16.885,1,0.0404,0.753,0.662,0.204,0.288,148.875,4
spotify:track:5OtPdW3GUCGkV1bEbfmHHw,"Divertimento In D Major KV 136: andante","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Kurpfälzisches Kammerorchester Mannheim;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De;Olga Nodel;Wolfgang Amadeus Mozart",2006-12-20,306250,1,false,,2012-08-09T22:05:50Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.277,0.14,7,-20.934,1,0.0469,0.778,0.804,0.329,0.124,132.099,3
spotify:track:4vkhhRblQHAKMywUorHhtn,"Divertimento In D Major KV 136: Presto","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Olga Nodel;Wolfgang Amadeus Mozart;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De;Kurpfälzisches Kammerorchester Mannheim",2006-12-20,224500,1,false,,2012-08-09T22:05:50Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.554,0.218,2,-16.108,1,0.0501,0.785,0.679,0.123,0.447,80.487,4
spotify:track:0df3QqxviMA5bk8DKeWFzV,"Divertimento In B Flat Major KV 137: andante","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De;Wolfgang Amadeus Mozart;Kurpfälzisches Kammerorchester Mannheim;Olga Nodel",2006-12-20,214750,0,false,,2012-08-09T22:06:29Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.345,0.0231,10,-26.158,1,0.0457,0.917,0.505,0.444,0.177,126.877,4
spotify:track:1cNvorvIVm80G6CcbGn2b4,"Divertimento In B Flat Major KV 137: Allegro Di Molto","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Olga Nodel;Kurpfälzisches Kammerorchester Mannheim;Wolfgang Amadeus Mozart;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De",2006-12-20,191750,1,false,,2012-08-09T22:06:29Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.426,0.178,10,-19.64,1,0.0475,0.855,0.81,0.151,0.667,163.679,4
spotify:track:546emBkGTORlxa1c7Shk1A,"Divertimento In B Flat Major KV 137: Allegro Assai","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Olga Nodel;Kurpfälzisches Kammerorchester Mannheim;Wolfgang Amadeus Mozart;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De",2006-12-20,173000,0,false,,2012-08-09T22:06:29Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.6,0.205,10,-17.28,1,0.0473,0.892,0.854,0.16,0.554,125.124,1
spotify:track:5x443tufphS8NnubkyHaRm,"Divertimento In F Major KV 138: Allegro","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Olga Nodel;Wolfgang Amadeus Mozart;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De;Kurpfälzisches Kammerorchester Mannheim",2006-12-20,205000,1,false,,2012-08-09T22:06:45Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.386,0.157,5,-17.415,1,0.0405,0.883,0.597,0.0722,0.527,149.252,4
spotify:track:0r2DcdNCaIo0x2tM9EijH0,"Divertimento In F Major KV 138: andante","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De;Wolfgang Amadeus Mozart;Olga Nodel;Kurpfälzisches Kammerorchester Mannheim",2006-12-20,298500,1,false,,2012-08-09T22:06:45Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.146,0.123,0,-21.479,1,0.046,0.726,0.794,0.174,0.147,85.941,3
spotify:track:55zLo2zQK9jeQVEOC4iElN,"Divertimento In F Major KV 138: Presto","Mozart, Serenades and Divertimenti Part: 1","Florian Heyerick;Kurpfälzisches Kammerorchester Mannheim;Hca, Jakob Händel, Schwetzingen Kurpfälzisches Kammerorchester: Www.Kko.De;Olga Nodel;Wolfgang Amadeus Mozart",2006-12-20,119250,1,false,,2012-08-09T22:06:45Z,"baroque,early music,chamber music,classical,classical piano,opera,concerto","Brilliant Classics",0.488,0.15,5,-19.238,1,0.0414,0.814,0.913,0.1,0.791,149.664,4
spotify:track:3iz9JJmiiY92Qa6DoISD38,"Divertimento in E-Flat Major, K. 166: IV. Adagio","Mozart, W.A.: Serenade No. 10, ""Gran Partita"" / Divertimento in E-Flat Major / Divertimento in B-Flat Major","Wolfgang Amadeus Mozart;National Chamber Players;Lowell Graham",2000-01-01,129000,0,false,,2012-08-12T22:21:44Z,"classical,classical piano,opera,chamber music,concerto,impressionism,christmas","Klavier",0.076,0.0286,10,-23.154,1,0.0397,0.993,0.621,0.0993,0.0387,78.826,4
spotify:track:2NNr2uOF9ZL2FFhcvL7Rkl,"Divertimento in E-Flat Major, K. 166: I. Allegro","Mozart, W.A.: Serenade No. 10, ""Gran Partita"" / Divertimento in E-Flat Major / Divertimento in B-Flat Major","Wolfgang Amadeus Mozart;National Chamber Players;Lowell Graham",2000-01-01,191400,0,false,,2012-08-12T22:21:44Z,"classical,classical piano,opera,chamber music,concerto,impressionism,christmas","Klavier",0.306,0.0217,3,-23.752,1,0.0359,0.995,0.782,0.0908,0.213,139.812,4
spotify:track:1l2aSJ92rmIi4F13FpuqRH,"Divertimento in E-Flat Major, K. 166: II. Menuetto","Mozart, W.A.: Serenade No. 10, ""Gran Partita"" / Divertimento in E-Flat Major / Divertimento in B-Flat Major","Wolfgang Amadeus Mozart;National Chamber Players;Lowell Graham",2000-01-01,197400,0,false,,2012-08-12T22:21:44Z,"classical,classical piano,opera,chamber music,concerto,impressionism,christmas","Klavier",0.459,0.02,3,-23.975,1,0.0378,0.994,0.645,0.227,0.26,121.309,3
spotify:track:08Qw12bgzSf35L8dYNqJqm,"Divertimento in E-Flat Major, K. 166: III. Andante grazioso","Mozart, W.A.: Serenade No. 10, ""Gran Partita"" / Divertimento in E-Flat Major / Divertimento in B-Flat Major","Wolfgang Amadeus Mozart;National Chamber Players;Lowell Graham",2000-01-01,169800,0,false,,2012-08-12T22:21:44Z,"classical,classical piano,opera,chamber music,concerto,impressionism,christmas","Klavier",0.334,0.0172,10,-25.48,1,0.0371,0.995,0.923,0.115,0.14,104.954,4
spotify:track:51ODz1lWyfsscUCyh4K8yU,"Divertimento in E-Flat Major, K. 166: V. Allegro","Mozart, W.A.: Serenade No. 10, ""Gran Partita"" / Divertimento in E-Flat Major / Divertimento in B-Flat Major","Wolfgang Amadeus Mozart;National Chamber Players;Lowell Graham",2000-01-01,137400,0,false,,2012-08-12T22:21:44Z,"classical,classical piano,opera,chamber music,concerto,impressionism,christmas","Klavier",0.606,0.164,3,-19.726,1,0.045,0.992,0.912,0.0748,0.6,118.577,4
spotify:track:3PqagVFd83kknQhIzEtwpK,"March in D Major, K. 189: March in D Major, K. 189","Mozart, W.A.: Serenade No. 3, K. 185 / Serenade (Notturno), K. 286 / March, K. 189 / 5 Contredanses, K. 609","Wolfgang Amadeus Mozart;Camerata Salzburg;Sándor Végh",1990-01-01,205173,0,false,,2012-08-09T21:29:37Z,"classical,classical piano,opera,chamber music,concerto","Capriccio",0.456,0.0339,9,-23.965,1,0.0439,0.989,0.693,0.189,0.21,117.945,4
spotify:track:1Byo23iKL4QmVLjADcoG6W,"Serenade No. 3 in D Major, K. 185: I. Allegro assai","Mozart: Serenades K. 185 and K. 203","Wolfgang Amadeus Mozart;Lavard Skou Larsen;Salzburg Chamber Orchestra;Harald Nerat",1990-12-12,377080,1,false,,2012-08-09T21:29:15Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.494,0.101,2,-19.12,1,0.0419,0.974,0.87,0.191,0.497,87.199,4
spotify:track:36d6PSlUT4KyUbsyKh3zUa,"Serenade No. 3 in D Major, K. 185: II. Andante","Mozart: Serenades K. 185 and K. 203","Wolfgang Amadeus Mozart;Lavard Skou Larsen;Salzburg Chamber Orchestra;Harald Nerat",1990-12-12,469160,1,false,,2012-08-09T21:29:15Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.249,0.0623,5,-24.306,1,0.0418,0.862,0.612,0.254,0.13,107.805,4
spotify:track:13t41ZHjsyULpwptRud62l,"Serenade No. 3 in D Major, K. 185: III. Allegro","Mozart: Serenades K. 185 and K. 203","Wolfgang Amadeus Mozart;Lavard Skou Larsen;Salzburg Chamber Orchestra;Harald Nerat",1990-12-12,165746,1,false,,2012-08-09T21:29:15Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.343,0.113,5,-22.106,1,0.0426,0.929,0.785,0.25,0.542,166.45,4
spotify:track:1cAdpC5PhzEqIoZLpnD7hc,"Serenade No. 3 in D Major, K. 185: IV. Menuetto-Trio","Mozart: Serenades K. 185 and K. 203","Wolfgang Amadeus Mozart;Lavard Skou Larsen;Salzburg Chamber Orchestra;Harald Nerat",1990-12-12,194573,1,false,,2012-08-09T21:29:15Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.414,0.0438,2,-22.177,1,0.0454,0.988,0.898,0.155,0.388,126.975,3
spotify:track:1q2CQYxaWTIoNzFCmr4z4L,"Serenade No. 3 in D Major, K. 185: V. Andante grazioso","Mozart: Serenades K. 185 and K. 203","Wolfgang Amadeus Mozart;Lavard Skou Larsen;Salzburg Chamber Orchestra;Harald Nerat",1990-12-12,357600,3,false,,2012-08-09T21:29:15Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.251,0.0376,9,-26.961,1,0.0523,0.973,0.637,0.288,0.231,82.705,4
spotify:track:04uX8NfgEzZVgL6n59pNHD,"Serenade No. 3 in D Major, K. 185: VI. Menuetto-Trio, Trio 2","Mozart: Serenades K. 185 and K. 203","Wolfgang Amadeus Mozart;Lavard Skou Larsen;Salzburg Chamber Orchestra;Harald Nerat",1990-12-12,325000,1,false,,2012-08-09T21:29:15Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.454,0.0511,2,-20.439,1,0.045,0.982,0.703,0.14,0.278,127.443,1
spotify:track:58z5CISlX0OJ4nA7VhbcKi,"Serenade No. 3 in D Major, K. 185: VII. Adagio-Allegro assai","Mozart: Serenades K. 185 and K. 203","Wolfgang Amadeus Mozart;Lavard Skou Larsen;Salzburg Chamber Orchestra;Harald Nerat",1990-12-12,342200,1,false,,2012-08-09T21:29:15Z,"classical,classical piano,opera,chamber music,concerto,baroque","Naxos",0.32,0.138,2,-17.875,1,0.0436,0.968,0.883,0.13,0.286,97.403,1
spotify:track:5znuhcnX5iKAQTkKR97AaO,"Divertimento No. 4 In B Flat Major K. 186: I. Allegro Assai","W.A. Mozart: Music for Wind Musics - Vol. 1","Ottetto Italiano",2006-11-07,119533,0,false,,2012-08-12T22:22:24Z,"chamber music","Arts Music",0.432,0.0343,10,-20.742,1,0.0342,0.995,0.927,0.111,0.31,95.732,1
