Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0nCbKPN3CHzAIhpqCNcm4L,"Concerto No. 10 in G Major, RV 300 ""La cetra"": III. Allegro","Vivaldi: ""La Cetra"" 12 Concerti, Op. 9","Antonio Vivaldi;I Solisti Italiani",2009-01-01,175840,14,false,1224596573,2024-02-24T14:20:57Z,"baroque,classical,concerto,early music","Denon",0.38,0.103,2,-21.405,1,0.0345,0.787,0.878,0.113,0.404,136.341,3
spotify:track:3oQUyGcFhmBzfwLSRHwX1B,"Concerto No. 11 in C Minor, RV 198a ""La cetra"": III. Allegro","Vivaldi: ""La Cetra"" 12 Concerti, Op. 9","Antonio Vivaldi;I Solisti Italiani",2009-01-01,188240,13,false,1224596573,2024-02-24T14:21:20Z,"baroque,classical,concerto,early music","Denon",0.403,0.191,0,-18.655,0,0.0364,0.777,0.512,0.128,0.436,131.671,3
spotify:track:5uLNwJQU16V8AbWY9bgK9k,"Violin Concerto No. 1 in D Major, RV 207: III. Allegro","Vivaldi: Violin Concertos, Op. 11 & 12","Antonio Vivaldi;L'Arte dell' Arco;Federico Guglielmo;Pier-Luigi Fabretti",2016-11-04,158200,5,false,1224596573,2024-02-24T14:23:28Z,"baroque,classical,concerto,early music,chamber music","Brilliant Classics",0.513,0.373,8,-12.201,1,0.0401,0.821,0.138,0.0557,0.565,109.314,4
spotify:track:6xl9788qHfPjyZ35JIhIf7,"Trio Sonata for Violin, Lute and Basso Continuo in C Major, RV 82: I. Allegro con molto","Vivaldi: L'œuvre complète pour luth","Antonio Vivaldi;Rolf Lislevand;Manfredo Kraemer;The Rare Fruits Council",1996-01-01,224600,8,false,1224596573,2024-02-24T14:25:04Z,"baroque,classical,concerto,early music,renaissance,medieval,chamber music","naïve classique",0.43,0.0772,6,-24.024,1,0.0382,0.933,0.054,0.104,0.402,136.305,4
spotify:track:2Q9i2sJLkj1fqZVsQIJDYb,"Vivaldi: Concerto for Viola d'amore and Lute in D Minor, RV 540: II. Largo","Vivaldi: Concerti per molti strumenti Vol. 2","Antonio Vivaldi;Europa Galante;Fabio Biondi",2005-10-03,224866,2,false,1224596573,2024-02-24T14:26:27Z,"baroque,classical,concerto,early music,opera","Warner Classics",0.256,0.0381,1,-26.399,0,0.0455,0.846,0,0.213,0.124,99.734,4
spotify:track:0yh1PxXwR8sggGDEPewjES,"Vivaldi: Concerto for Violin and Two Cellos in C Major, RV 561: III. Allegro","Vivaldi: Concerti per molti strumenti Vol. 2","Antonio Vivaldi;Europa Galante;Fabio Biondi;Antonio Fantinuoli;Maurizio Naddeo",2005-10-03,143426,2,false,1224596573,2024-02-24T14:26:37Z,"baroque,classical,concerto,early music,opera,chamber music","Warner Classics",0.468,0.303,6,-16.987,1,0.0431,0.838,0.499,0.167,0.808,148.514,3
spotify:track:4wcTguWe27LvbM0lC9Hxaz,"12 Violin Concertos, Op. 4 - ""La stravaganza"" - Rev. Ephrikian / Concerto No. 1 in B flat major, RV 383a: 1. Allegro","Vivaldi: La stravaganza, Op. 4","Antonio Vivaldi;Federico Agostini;I Musici",1991-01-01,205000,4,false,1224596573,2024-02-24T14:29:10Z,"baroque,classical,concerto,early music,chamber music","Decca Music Group Ltd.",0.586,0.249,10,-16.829,1,0.0408,0.94,0.0899,0.157,0.61,108.126,4
spotify:track:37zjhr6p1dnuzaLI3Q3KUe,"Violin Concerto in D Major, RV 216: I. Allegro","Vivaldi Violin Concertos, Op. 6","Antonio Vivaldi;L'Arte dell' Arco;Federico Guglielmo",2011-08-01,121506,8,false,1224596573,2024-02-24T14:31:56Z,"baroque,classical,concerto,early music,chamber music","Brilliant Classics",0.476,0.379,2,-13.594,1,0.0343,0.777,0.881,0.0659,0.519,136.575,4
spotify:track:6FGsdN7VTmF4nrtvJeuFxr,"Cello Concerto in D Major, RV 403: Allegro","Vivaldi: Complete Cello Concertos","Antonio Vivaldi;Ofra Harnoy;Paul Robinson",2005-01-25,163240,3,false,1224596573,2024-02-24T14:43:40Z,"baroque,classical,concerto,early music","RCA Red Seal",0.466,0.227,2,-20.386,1,0.0472,0.913,0.744,0.245,0.698,121.744,4
spotify:track:7kWeS13fswL9ixkYmVZomu,"Cello Concerto in D Major, RV 403: Allegro","Vivaldi: Complete Cello Concertos","Antonio Vivaldi;Ofra Harnoy;Paul Robinson",2005-01-25,130306,3,false,1224596573,2024-02-24T14:43:56Z,"baroque,classical,concerto,early music","RCA Red Seal",0.568,0.167,2,-21.577,1,0.0373,0.92,0.907,0.339,0.794,136.113,4
spotify:track:24a2pbWMrmxG0xffNvXXQq,"Concerto for Violin, Cello and Orchestra in F Major, RV 544 (""Il Proteo o sia Il mondo al rovescio""): Allegro","Vivaldi: Complete Cello Concertos","Antonio Vivaldi;Ofra Harnoy;Paul Robinson",2005-01-25,218440,1,false,1224596573,2024-02-24T14:44:44Z,"baroque,classical,concerto,early music","RCA Red Seal",0.598,0.305,5,-17.115,1,0.0424,0.901,0.756,0.28,0.823,121.788,4
spotify:track:5GHSYbLNdNKOOB60IZ7xUE,"Concerto for Violin, Cello and Orchestra in F Major, RV 544 (""Il Proteo o sia Il mondo al rovescio""): Allegro","Vivaldi: Complete Cello Concertos","Antonio Vivaldi;Ofra Harnoy;Paul Robinson",2005-01-25,206533,1,false,1224596573,2024-02-24T14:45:06Z,"baroque,classical,concerto,early music","RCA Red Seal",0.564,0.308,5,-17.682,1,0.05,0.915,0.935,0.0963,0.601,133.908,3
spotify:track:3OOwo0goJ6pZGA5cY1l21U,"L'estro armonico, Concerto for 2 Violins in G Minor, RV 578, Op. 3 No. 2: II. Allegro","Vivaldi: L'estro armonico Op.3","Antonio Vivaldi;Simon Standage;Micaela Comberti;Jaap Ter Linden;The English Concert;Trevor Pinnock",1987-01-01,146466,23,false,1224596573,2024-02-24T14:46:16Z,"baroque,classical,concerto,early music,chamber music","Archiv Produktion",0.487,0.243,6,-19.708,0,0.0413,0.764,0.599,0.199,0.408,119.872,4
spotify:track:3EL8YtJjAklHn7AgHsaL3x,"L'estro armonico, Violin Concerto in G Major, RV 310, Op. 3 No. 3: I. Allegro","Vivaldi: L'estro armonico Op.3","Antonio Vivaldi;Simon Standage;The English Concert;Trevor Pinnock",1987-01-01,136066,21,false,1224596573,2024-02-24T14:46:27Z,"baroque,classical,concerto,early music,chamber music","Archiv Produktion",0.573,0.236,1,-18.298,1,0.0423,0.822,0.188,0.0578,0.726,118.278,4
spotify:track:0ZjAJllfzCACSP6DAC2gu6,"L'estro armonico, Concerto for 2 Violins in A Major, RV 519, Op. 3 No. 5: III. Allegro","Vivaldi: L'estro armonico Op.3","Antonio Vivaldi;Simon Standage;Miles Golding;The English Concert;Trevor Pinnock",1987-01-01,156120,15,false,1224596573,2024-02-24T14:46:46Z,"baroque,classical,concerto,early music,chamber music","Archiv Produktion",0.51,0.193,8,-19.35,1,0.0439,0.799,0.00168,0.107,0.642,140.582,3
spotify:track:40I7NbdG1b5RMBYpZmtEIZ,"L'estro armonico, Violin Concerto in E Major, RV 265, Op. 3 No. 12: III. Allegro","Vivaldi: L'estro armonico Op.3","Antonio Vivaldi;Simon Standage;The English Concert;Trevor Pinnock",1987-01-01,163000,16,false,1224596573,2024-02-24T14:47:50Z,"baroque,classical,concerto,early music,chamber music","Archiv Produktion",0.448,0.167,3,-19.036,1,0.049,0.837,0.000609,0.0895,0.564,146.365,3
spotify:track:0GdneQJgZLIIxslJxz3Aqb,"Concerto in E Minor for Violin, RV 273: I. Allegro non molto","Vivaldi: Late Violin Concertos, Vol. 1 (RV 177, RV 222, RV 273, RV 295, RV 375 and RV 191)","Antonio Vivaldi;Giuliano Carmignola;Andrea Marcon;Venice Baroque Orchestra",2001-08-07,284093,6,false,1224596573,2024-02-24T15:57:02Z,"baroque,classical,concerto,early music,opera","Sony Classical",0.383,0.11,4,-20.4,0,0.0424,0.871,0.787,0.183,0.275,145.551,4
spotify:track:6HKQcLrcZkMwozPcwLYMqC,"Concerto in G Minor for Recorder, Oboe, Violin, Bassoon & Continuo, RV 105: I. Allegro","Vivaldi: Complete Chamber Concertos","Antonio Vivaldi;Collegium Pro Musica",2012-12-12,177600,1,false,1224596573,2024-02-24T15:58:34Z,"baroque,classical,concerto,early music,chamber music","Brilliant Classics",0.491,0.295,6,-15.216,0,0.0386,0.945,0.763,0.0757,0.523,139.342,3
spotify:track:2CRJnoiJmrSc8WGPR3gjHv,"Sinfonia for Strings in C, R. 111a: 1. Allegro","Vivaldi: Concerti e Sinfonie per Archi","Antonio Vivaldi;Venice Baroque Orchestra;Andrea Marcon",2006-01-01,136240,5,false,1224596573,2024-02-24T15:59:21Z,"baroque,classical,concerto,early music,opera","Archiv Produktion",0.408,0.32,0,-15.742,1,0.0492,0.774,0.556,0.404,0.4,146.543,4
spotify:track:0hQT2DIFlwpqCDxwanaYZ8,"Sinfonia in C Major, RV 112: I. Allegro","Vivaldi: Concerto for Strings, Vol. 2","Antonio Vivaldi;Collegium Musicum 90;Simon Standage",2001-11-01,127440,0,false,1224596573,2024-02-24T15:59:38Z,"baroque,classical,concerto,early music,chamber music,choral","Chandos",0.476,0.194,11,-17.819,1,0.0419,0.984,0.156,0.202,0.44,107.931,4
spotify:track:3thZouzl4ri73NN4A1WFu9,"Concerto For Strings And Continuo In C Major, Rv 116: I. Allegro","Antonio Vivaldi: Selected Concertos","Zagreb Soloists",2008-08-12,163173,0,false,1224596573,2024-02-24T16:00:06Z,"baroque,chamber music,concerto,classical","X5 Music Group",0.348,0.101,6,-23.435,1,0.0404,0.854,0.229,0.178,0.333,120.357,4
spotify:track:4OoxSeKUuhUhTc7T0Z6Dp4,"Concerto for Strings in C Major, RV 117: I. Allegro alla francese","Vivaldi: Concerto for Strings, Vol. 2","Antonio Vivaldi;Collegium Musicum 90;Simon Standage",2001-11-01,158040,0,false,1224596573,2024-02-24T16:00:17Z,"baroque,classical,concerto,early music,chamber music,choral","Chandos",0.386,0.142,6,-17.473,1,0.0434,0.936,0.000788,0.262,0.339,102.546,3
spotify:track:7Dkeuz5FOjUfKDms3mroT9,"Sinfonia For Strings In D Major, RV 122: I. Allegro","Vivaldi: Famous Concertos","City of London Sinfonia;Antonio Vivaldi",1997-07-29,123000,3,false,1224596573,2024-02-24T16:01:22Z,"choral,christmas,concerto,baroque,classical,early music","Naxos",0.424,0.242,9,-23.895,1,0.0348,0.941,0.917,0.326,0.935,131.823,4
spotify:track:45IyGvol1NmJCmPnNqpP5k,"Concerto RV 123 in D major - Allegro","Vivaldi / Alessandrini","Rinaldo Alessandrini;Concerto Italiano",2011-05-23,128759,0,false,1224596573,2024-02-24T16:01:39Z,"baroque,renaissance,early music,concerto,classical,opera,choral","Opus 111/naïve",0.546,0.333,8,-19.362,1,0.0356,0.818,0.758,0.277,0.938,125.978,4
spotify:track:4BKenSJZOsNEpddpr4n7HX,"Sinfonia in D Major, RV 125: I. Allegro","Bach & Vivaldi: Sonar in ottava. Double Concertos for Violin and Violoncello Piccolo","Antonio Vivaldi;Accademia dell'Annunciata;Riccardo Doni",2020-03-27,136354,15,false,1224596573,2024-02-24T16:02:08Z,"baroque,classical,concerto,early music,chamber music","Arcana",0.412,0.368,1,-13.763,1,0.034,0.625,0.953,0.0991,0.437,123.505,4
spotify:track:5d8b904km844WvmTE4OaCg,"Concerto for Strings in D Minor, RV 127: I. Allegro","Vivaldi: Concertos for Strings, Vol. 1","Antonio Vivaldi;Collegium Musicum 90;Simon Standage",1999-11-01,99360,0,false,1224596573,2024-02-24T16:02:22Z,"baroque,classical,concerto,early music,chamber music,choral","Chandos",0.523,0.304,1,-16.446,0,0.0371,0.905,0.527,0.141,0.845,108.029,4
spotify:track:59IrOrxWrBpqbWMY2VmDKf,"Concerto in d minor per Archi e Cembalo RV 127: Allegro","Vivaldi: Concertos for oboe, strings and basso continuo","Antonio Vivaldi;Pauline Oostenrijk;Jan Willem de Vriend;Baroque Academy of The Netherlands Symphony Orchestra",2010-10-01,77360,9,false,1224596573,2024-02-24T16:02:33Z,"baroque,classical,concerto,early music,chamber music","Challenge Classics",0.514,0.717,2,-12.977,0,0.033,0.82,0.911,0.177,0.926,142.283,4
spotify:track:6rrbFfJKOAIh6dN0XmkZaM,"Concerto for Strings in G Major, RV 151 ""Alla rustica"": I. Presto","Vivaldi: Concertos","Antonio Vivaldi;The English Concert;Trevor Pinnock",2001-01-01,69506,12,false,1224596573,2024-02-24T16:05:47Z,"baroque,classical,concerto,early music","Archiv Produktion",0.367,0.575,1,-14.141,1,0.0452,0.89,0.255,0.136,0.604,175.953,3
spotify:track:1bMmG0xbJWJBgbDKtxIf7D,"Concerto for Strings in G Minor, RV 156: I. Allegro","Vivaldi: Concertos for Strings, Vol. 3","Antonio Vivaldi;Collegium Musicum 90;Simon Standage",2003-02-01,178560,0,false,1224596573,2024-02-24T16:06:13Z,"baroque,classical,concerto,early music,chamber music,choral","Chandos",0.512,0.11,6,-22.294,0,0.0433,0.926,0.0222,0.157,0.548,108.25,4
spotify:track:0QHnNsiixsgeUTYMS4KHIb,"Concerto for Strings in B-Flat Major, RV 162: I. Allegro","Vivaldi: Concerto for Strings, Vol. 2","Antonio Vivaldi;Collegium Musicum 90;Simon Standage",2001-11-01,114840,0,false,1224596573,2024-02-24T16:06:52Z,"baroque,classical,concerto,early music,chamber music,choral","Chandos",0.507,0.26,9,-14.927,1,0.0372,0.961,0.488,0.299,0.649,155.747,3
spotify:track:6CXw3mG9bpW0NfVQCsm9Za,"Concerto for Strings in B-Flat Major, RV 167: I. Allegro","Vivaldi: Concertos for Strings, Vol. 3","Antonio Vivaldi;Collegium Musicum 90;Simon Standage",2003-02-01,107640,0,false,1224596573,2024-02-24T16:07:23Z,"baroque,classical,concerto,early music,chamber music,choral","Chandos",0.542,0.105,9,-21.207,1,0.0384,0.838,0.0198,0.134,0.575,109.378,4
spotify:track:1U0GknBAFyvqKRTKmHwIR7,"Sinfonia in B Minor, RV 168 (extract)","Vivaldi: Concerti per una vita","Antonio Vivaldi;Théotime Langlois de Swarte;Le Consort",2024-02-16,32666,11,false,1224596573,2024-02-24T16:08:17Z,"baroque,classical,concerto,early music,chamber music","harmonia mundi",0.558,0.558,10,-13.949,0,0.0349,0.742,0.968,0.284,0.933,142.105,4
spotify:track:1itUdEDfNYUiZQRQyIXBua,"Concerto in C Major for Violin, RV 177: I. Allegro ma poco","Vivaldi: Late Violin Concertos, Vol. 1 (RV 177, RV 222, RV 273, RV 295, RV 375 and RV 191)","Antonio Vivaldi;Giuliano Carmignola;Andrea Marcon;Venice Baroque Orchestra",2001-08-07,262933,6,false,1224596573,2024-02-24T16:08:57Z,"baroque,classical,concerto,early music,opera","Sony Classical",0.4,0.231,0,-17.792,1,0.0372,0.84,0.684,0.129,0.355,136.71,4
spotify:track:2l9ewBjYpChkRpIvdZlOta,"Concerto For Violin, Strings And Harpsichord In C, R. 190: 3. Allegro","Vivaldi: Violin Concertos, R. 331, 217, 190, 325 & 303","Antonio Vivaldi;Giuliano Carmignola;Venice Baroque Orchestra;Andrea Marcon",2006-01-01,252626,7,false,1224596573,2024-02-24T16:10:07Z,"baroque,classical,concerto,early music,opera","Archiv Produktion",0.519,0.184,0,-18.628,1,0.0446,0.904,0.791,0.115,0.48,100.699,4
spotify:track:7F5m4zzeQfHuX8X00Uun8b,"Concerto in do minore per violino, archi e continuo, RV 198: Allegro","Antonio Vivaldi: L'élite des concertos italiens","Antonio Vivaldi;Giorgio Sasso;Insieme Strumentale di Roma",2011-09-02,195173,0,false,1224596573,2024-02-24T16:11:07Z,"baroque,classical,concerto,early music,chamber music","Stradivarius",0.456,0.254,0,-13.576,0,0.0432,0.932,0.576,0.203,0.455,126.407,3
